pronunciation	standard
혈압약은 시간을 맏춰가 챙겨 드셔야지 안 그라먼 효과가 업씀니더	혈압약은 시간을 맞춰써 챙겨 드셔야지 안 그러면 효과가 없습니다
집에 와 도라보니꺼네 문이 열려 있고 빼다지에 여둔 돈이 전부 없어졌더라	집에 와 돌아보니까 문이 열려 있고 서랍에 넣어 둔 돈이 전부 없어졌더라
아들 오늘 중요한 시험이 읻쓰니까네 이 생열하고 찹쌀떡 먹고 힘내서 시험 잘 봐래이	아들 오늘 중요한 시험이 있으니까 이 갱엿하고 찹쌀떡 먹고 힘내서 시험 잘 봐라
옛날부터 조상 꿈이나 돼지 꾸만 집에 돈 들어온다꼬 좋아했지요	옛날부터 조상 꿈이나 돼지 꾸면 집에 돈 들어온다고 좋아했지요
게어레 먹을 채소나 과일 같은 것은 어데 보관을 핻씀니껴	겨울에 먹을 채소나 과일 같은 것은 어디에 보관을 했습니까
친증 동네하고 이 동네하고 차례 지낼 때 상 차리는 게 뭐 뭐가 다르지	친증 동네하고 이 동네하고 차례 지낼 때 상 차리는 게 뭐 뭐가 다르지
촌구석이라 젊은 사람은 함부로 없고 전부 노인들만 이쓰니께 농사 짓기가 힘든대이	촌구석이라 젊은 사람은 아예 없고 전부 노인들만 있으니까 농사 짓기가 힘들대
소도 사람맨치러 잘 먹이야 근육도 붓고 심도 생겨서 일을 잘 하지	소도 사람처럼 잘 먹여야 근육도 붓고 힘도 생겨서 일을 잘 하지
옫까시믈 짜를 때는 미리 선을 끄어 놓아야 쪽바로 잘 자를 수 이써예	옷감을 자를 때는 미리 선을 그어 놓아야 똑바로 잘 자를 수 있어요
올해는 배치 농사를 망가가 짐장을 할라모 배치를 좀 사가 담가야 안 되겐나	올해는 배추 농사를 망쳐서 김장을 하려면 배추를 좀 사서 담가야 안 되겠네
우리 며느리는 자식들 잘 챙기고 착해가 내가 얼마나 자랑을 하고 당긴다	우리 며느리는 자식들 잘 챙기고 착해가 내가 얼마나 자랑을 하고 당긴다
배지 한 포기 키우는 것도 이러쿠럼 힘든디 어무이는 우예 평생 농새를 짓고 사랃쓸라	배추 한 포기 키우는 것도 이렇게 힘든데 어머니는 어떻게 평생 농사를 짓고 사셨을까
비가 올 줄도 모르고 세차를 하루 종일 열심히 했는디 완저이 헛수고했대이	비가 올 줄도 모르고 세차를 하루 종일 열심히 했는데 완전히 헛수고했네
오새는 시워리 좋다만 우리 클 때는 하고 싶은 것도 못하고 골무리 많았데이	요새는 세월이 좋다만 우리 클 때는 하고 싶은 것도 못하고 고생이 많았다
전화를 하고 시펀는디 얘기하는 중간에 전화하러 나오기가 어려워가 집에 전화 모탣때이	전화를 하고 싶었는데 얘기하는 중간에 전화하러 나오기가 어려워서 집에 전화 못했다
어머니 지금 차 타고 자 갈라꼬 했는데 혹시 읍내로 나가시면 태워들릴께예	어머니 지금 차 타고 장 가려고 했는데 혹시 읍내로 나가시면 태워드릴께요
어깨가 뻐근한데 얼음 뜸질 좀 하구러 냉장고에 얼음 좀 꺼내주면 안 되나	어깨가 뻐근한데 얼음 찜질 좀 하게 냉장고에 얼음 좀 꺼내주면 안 되니
마다를 계속 관리해야 안 그라머 금새 잡초가 자라가 엉망이 되거등	마당을 계속 관리해야 안 그러면 금새 잡초가 자라서 엉망이 되거든
옛날에는 무을 것이 업써가 겨울에 고드름도 마싯따꼬 따 묵꼬 안 그랬나	옛날에는 먹을 것이 없어서 겨울에 고드름도 맛있다고 따 먹고 안 그랬어
제사를 안 모실 것 같으면 모르지마는 제사를 모실 것 같으면 정성을 드려야 하지 않나	제사를 안 모실 것 같으면 모르지만 제사를 모실 것 같으면 정성을 드려야 하지 않니
밭이 별로 크지도 아느니께 카배추보다는 상초 같은 걸 시무는 기 안 난나	밭이 별로 크지도 않으니까 양배추보다는 상추 같은 걸 심는 것이 안 낫니
옛날에는 혼재 짐장을 핸는디 요즘은 힘드러가 동네 사람들하고 모여서 거치 함니더	옛날에는 혼자 김장을 했는데 요즘은 힘들어서 동네 사람들하고 모여서 같이 합니다
산에 가서 조금만 댕기문 지팽이 만들기 좋은 나무가 천지배까리더라	산에 가서 조금만 다녀보면 지팡이 만들기 좋은 나무가 아주 많습니다
다리도 아프고 날이 뜨거우이까네 저기 거렁지에 잠시 앉았다 가만 안 됨니꺼	다리도 아프고 날이 뜨거우니까 저기 그늘에 잠시 앉았다 가면 안 됩니까
도리깨가 깨나 무거욷까네 허리 다칠 수도 이쓰니까 타작 할 때 살살 뚜떠러래이	도리깨가 꽤나 무거워서 허리 다칠 수도 있으니까 타작 할` 때 살살 두드려
옛날에는 특별한 간식이 없어 갖고 강냉이나 감자 같은 걸 먹고 안 그랬나	옛날에는 특별한 간식이 없어 갖고 옥수수나 감자 같은 걸 먹고 안 그랬니
둥가지 쓸 나무는 쪼갈라 가지고 저쪽 담장 밑에 쌓아두면 안 되나	장작 쓸 나무는 쪼개 가지고 저쪽 담장 밑에 쌓아두면 안 되니
여기까지 오시느라 욕빤는데 시원한 찬물 한 잔 하이소	여기까지 오시느라 수고했는데 시원한 찬물 한 잔 하세요
지진이 이러나머 버떡 들어가가 책상 밑으로 드러가가 멈출 때까지 기다려야 한데이	지진이 일어나면 얼른 들어가서 책상 밑으로 들어가가 멈출 때까지 기다려야 한다
요새 날씨가 가물어가 농사도 못 짓고 계속 집에만 있으려카이 정말 답답허다	요새 날씨가 가물어서 농사도 못 짓고 계속 집에만 있으려니까 정말 답답하다
오랜만에 가족끼리 외식 한번 하자꼬 하는데 그것도 모타먼 우짜노	오랜만에 가족끼리 외식 한번 하자고 하는데 그것도 못하면 어떡해요
새옷 입으니까 사람이 달라 보이는데 전에부터 내가 옷 좀 사 입으라고 안 햇나	새옷 입으니까 사람이 달라 보이는데 전에부터 내가 옷 좀 사 입으라고 안 했니
처음 시집 왔을 때 생선국을 보고 이거 비린내가 나가 우예 멍노 거쩡해떼이	처음 시집 왔을 때 생선국을 보고 이거 비린내가 나서 어떻게 먹지 걱정했습니다
밀감이 너무 새그러버가 나는 몬 먹겠다 냉장고에 다른 과일 있으면 좀 내 온나	밀감이 너무 시어서 나는 못 먹겠다 냉장고에 다른 과일 있으면 좀 내 와라
오랜만에 조카를 보니까 못 알아볼 정도로 훌쩍 커버렸다 아이고 나는 깜짝 놀랬다	오랜만에 조카를 보니까 못 알아볼 정도로 훌쩍 커버렸다 아이고 나는 깜짝 놀랬다
수술비가 한두 푼이 아닌데 갑자기 돈 이바구를 하먼 나는 어쩌란 마리고	수술비가 한두 푼이 아닌데 갑자기 돈 얘기를 하면 나는 어쩌란 말이냐
추식 때 차례 지내민서 조상한테 감사하다꼬 인사를 잘해야 덴데이	추석 때 차례 지내면서 조상한테 감사하다고 인사를 잘해야 된다
수박은 큰 게 맛있다고 하는데 참외는 작은 게 맛있는가	수박은 큰 게 맛있다고 하는데 참외는 작은 게 맛있나요
등어리에 살 밑이 다 배껴젼는데 연고를 바르니까 희한하게도 금방 낫더라	등에 살 밑이 다 벗겨졌는데 연고를 바르니까 희한하게도 금방 낫더라
나이가 드니까 귀가 어두버가지고 사람들이 무슨 말을 해도 잘 못 알아듣는다 	나이가 드니까 귀가 어두워져서 사람들이 무슨 말을 해도 잘 못 알아듣는다
시아버님께서 옷 차려 입고 나가시만 사람들이 가다재이라꼬 마이 말하더라	시아버님께서 옷 차려 입고 나가시면 사람들이 멋쟁이라고 많이 말하더라
왜놈들이 쌀을 다 빼뜨러 가버려가지고 맨날 꽁보리밥밖에 못 먹었다	왜놈들이 쌀을 다 빼앗아 가버려가지고 맨날 꽁보리밥밖에 못 먹었다
채독에 걸리므 얼고리 노랗게 돼가지고 사람이 기운이 하나도 없어 비니더	채독에 걸리면 얼굴이 노랗게 돼가지고 사람이 기운이 하나도 없어 보입니다
돼지 머리 갖다 놓고 굿판 벌리면 동네 사람들이 쭉 와가 구경도 하고 안 그랜나	돼지 머리 갖다 놓고 굿판 벌리면 동네 사람들이 쭉 와서 구경도 하고 안 그랬니
남의 무시 구디가 어딘지 아는 사람들은 다른 집 무실 또 빼가기도 했다	남의 무시 구덩이가 어딘지 아는 사람들은 다른 집 무를 또 빼가기도 했다
배미에 물리만 병어네 가야지 덴장 같은 거 마음대로 바르면 큰일 난데이	뱀에 물리면 병원에 가야지 된장 같은 거 마음대로 바르면 큰일 난다
평생을 농사를 지으니께 허리가 굽어서 인자는 똑바로 걸을 수가 업떼이	평생을 농사를 지으니까 허리가 굽어서 이제는 똑바로 걸을 수가 없다
닭을 달구통에 넣어두지 안으마 밤에 산짐승이 내려와가 물고 가버립니다	닭을 닭장에 넣어두지 않으면 밤에 산짐승이 내려와서 물고 가버립니다
비단을 우예 짜노 그 과정을 한 번 좀 말해 주시렵니까	비단을 어떻게 짜는지 그 과정을 한 번 좀 말씀 주실 랍이꺼(주믄 안 되나)
콘센트에 코드를 너무 많이 꼬브먼 불이 날 수가 있으니까 정말 위험합니다	콘센트에 코드를 너무 많이 꽂으면 불이 날 수가 있으니까 정말 위험합니다
자슥득 때미네 열심히 살앋는디 인제 자슥들이 이러크럼 날 챙겨주이꺼네 고맙데이	자식들 때문에 열심히 살았는데 이제 자식들이 이래 날 챙겨주니까 고맙지
태풍 때문에 바람이 세게 부니까 산사태가 날까봐 잠을 한 숨도 못 잤다	태풍 때문에 바람이 세게 부니까 산사태가 날까봐 잠을 한 숨도 못 잤다
베를 짜다가 줄이 터져 삐먼 끊어진 데를 마카 이사가 다시 짜야 한데이 	베를 짜다가 줄이 터져 버리면 끊어진 데를 모두 이어서 다시 짜야 합니다
동네에서 무신 사고라도 생기머 마을 사람들이 굳쨍이 불러가 굿하고 그랟심더	동네에서 무슨 사고라도 생기면 마을 사람들이 무당 불러서 굿하고 그랬어요
감기약 무꼬 자구라불 때는 사고 날 수가 있으니까 겡운기는 몰지 마이소	감기약 먹고 잠올 때는 사고 날 수가 있으니까 경운기는 몰지 마세요
남자들은 농악도 하고 시름도 하고 여자들은 강강수월래 하민서 놀앋찌로	남자들은 농악도 하고 씨름도 하고 여자들은 강강술래 하면서 놀았지요
덴장꾹 끼리고 호박밥 해가 양념장으로 비비 무마 달싸칸 게 마싣니더	된장국 끓이고 호박밥 해서 양념장으로 비벼 먹으면 달콤한 게 맛있습니다
때는 날씨가 조아가 농사도 잘 데꼬 받띠기로 팔고 하니까 기분이 좋더라	때는 날씨가 좋아서 농사도 잘 됐고 밭떼기로 팔고 하니까 기분이 좋더라
요새는 시간이 조금만 지나도 다 이저뿌고 물건도 자주 일가뿌니까 큰일 났다	요새는 시간이 조금만 지나도 다 잊어버리고 물건도 자주 잃어버리니까 큰일 났다
마을 모숨구는 날에는 사람들이 이 집 저 집 다니면서 품앗이 하는 게 아이가	마을 모심는 날에는 사람들이 이 집 저 집 다니면서 품앗이 하는 게 아니니
상랑하먼 주인하고 일꾼들이 음식도 농갈라 묵꼬 술도 마시고 안 그랬나	상량하면 주인하고 일꾼들이 음식도 나눠 먹고 술도 마시고 안 그랬나
이는 솜씨가 조아가 옷도 잘 맹글고 음식도 마깔나게 해씸니더	우리어머니는 솜씨가 좋아서 옷도 잘 만들고 음식도 맛깔나게 했습니다
윤디를 화로에 올려놓고 뜨겁꼬로 다라가 윤디지를 핻찌로	인두를 화로에 올려놓고 뜨거워지도록 달궈서 인두질을 했지요
지금 얼렁 밥상부터 차릴 테니께 배가 고푸드라도 쪼금만 차마주이소	지금 얼른 밥상부터 차릴 테니까 배가 고프더라도 쪼금만 참아주세요
소는 트레기 까만 것도 있고 빨간 것도 인는데 그래도 누런 기 제일 만터라	소는 털이 까만 것도 있고 빨간 것도 있는데 그래도 누런 게 제일 많지
시아버님께서 늦게까지 안 들어오만 홀비내가주고 불 켜 놓고 밤새 기다리고 안 그랬나	시아버님께서 늦게까지 안 들어오면 허전해서 불 켜 놓고 밤새 기다리고 안 그랬나
날이 칩꼬 손도 시럽찌마 그캐도 우리 이리니께 별로 피곤한 줄도 몰랐다	날이 춥고 손도 시리지만 그래도 우리 일이니까 별로 피곤한 줄도 몰랐다
올해는 날씨도 좋았고 비도 적당하구로 와가 밭 농새가 정말 잘 덴 페니라	올해는 날씨도 좋았고 비도 적당하게 와서 밭 농사가 정말 잘 된 편이야
자슥들 서울에서 직장 댕기는디 바빠가 연락은 잘 못해도 잘 있지 안켔나	자식들 서울에서 직장 다니는데 바빠서 연락은 잘 못해도 잘 있지 않겠습니까
알라가 놀이공원에 가자고 저렇게 잡치는데 바빠도 한 번은 가보시더	애가 놀이공원에 가자고 저렇게 조르는데 바빠도 한 번은 가봅시다
여유가 있는 사람들은 개아집 지을 때 보통 몇 칸짜리 집을 지얻슴니껴	여유가 있는 사람들은 기와집 지을 때 보통 몇 칸짜리 집을 지었습니까
일이 힘들어도 돈 버러가 손주들 용돈이라도 줄 수 있으니까 안 존나	일이 힘들어도 돈 벌어서 손주들 용돈이라도 줄 수 있으니까 안 좋아
이 구죽 신은 지 오년이 지났는데 굽이 다 따라가 인자는 내삐리야 되겠다	이 구두 신은 지 오년이 지났는데 굽이 다 닳아서 이제는 내버려야 되겠다
날이 더우만 소고믈 쪼깨 옇꼬 추우만 마이 여꼬 그래야 맛이 제대로 남니더	날이 더우면 소금을 조금 넣고 추우면 많이 넣고 그래야 맛이 제대로 납니다
